"Scenario","Region","Variable","Year","Value"
"Global Net-zero","Prince Edward Island","Onshore Wind",2031,1338.214835
"Global Net-zero","Prince Edward Island","Solar (Distributed)",2031,5.002736038
"Global Net-zero","Prince Edward Island","Solar (Utility scale)",2031,41.40736801
"Global Net-zero","Prince Edward Island","Uranium SMR",2031,0
"Global Net-zero","Prince Edward Island","Total",2031,1473.96555257
"Global Net-zero","Quebec","Bioenergy",2031,1395.623527
"Global Net-zero","Quebec","Hydro",2031,248171.9364
"Global Net-zero","Quebec","Natural Gas",2031,168.9282734
"Global Net-zero","Quebec","Oil",2031,322.8974
"Global Net-zero","Quebec","Onshore Wind",2031,15105.33178
"Global Net-zero","Quebec","Solar (Distributed)",2031,189.3908266
"Global Net-zero","Quebec","Solar (Utility scale)",2031,52.43132778
"Global Net-zero","Quebec","Uranium SMR",2031,0
"Global Net-zero","Quebec","Total",2031,265406.53953478
"Global Net-zero","Saskatchewan","Bioenergy",2031,144.2324617
"Global Net-zero","Saskatchewan","Bioenergy with CCUS",2031,876
"Global Net-zero","Saskatchewan","Coal and Coke",2031,0
"Global Net-zero","Saskatchewan","Coal with CCUS",2031,654.81
"Global Net-zero","Saskatchewan","Hydro",2031,4115.570076
"Global Net-zero","Saskatchewan","Natural Gas",2031,8333.096663
"Global Net-zero","Saskatchewan","Natural Gas with CCUS",2031,3641.49079
"Global Net-zero","Saskatchewan","Oil",2031,0
"Global Net-zero","Saskatchewan","Onshore Wind",2031,10257.57402
"Global Net-zero","Saskatchewan","Solar (Distributed)",2031,170.9137557
"Global Net-zero","Saskatchewan","Solar (Utility scale)",2031,427.0244276
"Global Net-zero","Saskatchewan","Uranium SMR",2031,1208.509016
"Global Net-zero","Saskatchewan","Total",2031,29829.22121
"Global Net-zero","Yukon","Bioenergy",2031,93.86294048
"Global Net-zero","Yukon","Hydro",2031,466.158317
"Global Net-zero","Yukon","Natural Gas",2031,173.4468192
"Global Net-zero","Yukon","Oil",2031,173.9537469
"Global Net-zero","Yukon","Onshore Wind",2031,14.57229873
"Global Net-zero","Yukon","Solar (Distributed)",2031,1.421739426
"Global Net-zero","Yukon","Solar (Utility scale)",2031,2.970316994
"Global Net-zero","Yukon","Total",2031,926.38617873
"Canada Net-zero","Alberta","Bioenergy",2032,1707.071317
"Canada Net-zero","Alberta","Bioenergy with CCUS",2032,2295.12
"Canada Net-zero","Alberta","Coal and Coke",2032,0
"Canada Net-zero","Alberta","Hydro",2032,1638.799825
"Canada Net-zero","Alberta","Hydrogen",2032,0
"Canada Net-zero","Alberta","Natural Gas",2032,39207.22525
"Canada Net-zero","Alberta","Natural Gas with CCUS",2032,15334.92539
"Canada Net-zero","Alberta","Oil",2032,0
"Canada Net-zero","Alberta","Onshore Wind",2032,41633.10494
"Canada Net-zero","Alberta","Solar (Distributed)",2032,1057.85067
"Canada Net-zero","Alberta","Solar (Utility scale)",2032,11940.45757
"Canada Net-zero","Alberta","Uranium SMR",2032,1644.66749
"Canada Net-zero","Alberta","Total",2032,116459.222452
"Canada Net-zero","British Columbia","Bioenergy",2032,5473.122294
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2032,262.8
"Canada Net-zero","British Columbia","Hydro",2032,63079.17084
"Canada Net-zero","British Columbia","Natural Gas",2032,6282.737673
"Canada Net-zero","British Columbia","Natural Gas with CCUS",2032,0
"Canada Net-zero","British Columbia","Oil",2032,0
"Canada Net-zero","British Columbia","Onshore Wind",2032,5844.366173
"Canada Net-zero","British Columbia","Solar (Distributed)",2032,909.2165684
"Canada Net-zero","British Columbia","Solar (Utility scale)",2032,2562.559707
"Canada Net-zero","British Columbia","Uranium SMR",2032,7705.901867
"Canada Net-zero","British Columbia","Total",2032,92119.8751224
"Canada Net-zero","Manitoba","Bioenergy",2032,79.60124121
"Canada Net-zero","Manitoba","Hydro",2032,42420.46225
"Canada Net-zero","Manitoba","Natural Gas",2032,12.11764503
"Canada Net-zero","Manitoba","Oil",2032,0.822915997
"Canada Net-zero","Manitoba","Onshore Wind",2032,1100.721654
"Canada Net-zero","Manitoba","Solar (Distributed)",2032,65.62504908
"Canada Net-zero","Manitoba","Solar (Utility scale)",2032,9.892769117
"Canada Net-zero","Manitoba","Uranium SMR",2032,698.5924144
"Canada Net-zero","Manitoba","Total",2032,44387.8359388339
"Canada Net-zero","New Brunswick","Bioenergy",2032,241.397501
"Canada Net-zero","New Brunswick","Coal and Coke",2032,0
"Canada Net-zero","New Brunswick","Hydro",2032,2676.566391
"Canada Net-zero","New Brunswick","Natural Gas",2032,63.62428573
"Canada Net-zero","New Brunswick","Oil",2032,6.21644327
"Canada Net-zero","New Brunswick","Onshore Wind",2032,3829.448289
"Canada Net-zero","New Brunswick","Solar (Distributed)",2032,22.33272452
"Canada Net-zero","New Brunswick","Solar (Utility scale)",2032,48.1292859
"Canada Net-zero","New Brunswick","Uranium",2032,5154.331258
"Canada Net-zero","New Brunswick","Uranium SMR",2032,0
"Canada Net-zero","New Brunswick","Total",2032,12042.04617842
"Canada Net-zero","Newfoundland and Labrador","Hydro",2032,45560.46445
"Canada Net-zero","Newfoundland and Labrador","Natural Gas",2032,0
"Canada Net-zero","Newfoundland and Labrador","Oil",2032,0
"Canada Net-zero","Newfoundland and Labrador","Onshore Wind",2032,194.4986979
"Canada Net-zero","Newfoundland and Labrador","Solar (Distributed)",2032,12.64429701
"Canada Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2032,0.019396747
"Canada Net-zero","Newfoundland and Labrador","Total",2032,45767.626841657
"Canada Net-zero","Nova Scotia","Bioenergy",2032,163.4210888
"Canada Net-zero","Nova Scotia","Coal and Coke",2032,0
"Canada Net-zero","Nova Scotia","Hydro",2032,444.0930486
"Canada Net-zero","Nova Scotia","Natural Gas",2032,213.8314026
"Canada Net-zero","Nova Scotia","Offshore Wind",2032,14760.68204
"Canada Net-zero","Nova Scotia","Oil",2032,0
"Canada Net-zero","Nova Scotia","Onshore Wind",2032,1962.443236
"Canada Net-zero","Nova Scotia","Solar (Distributed)",2032,14.58343914
"Canada Net-zero","Nova Scotia","Solar (Utility scale)",2032,0.539401307
"Canada Net-zero","Nova Scotia","Total",2032,17559.593656447
"Canada Net-zero","Northwest Territories","Hydro",2032,546.0032629
"Canada Net-zero","Northwest Territories","Natural Gas",2032,96.88742666
"Canada Net-zero","Northwest Territories","Oil",2032,21.06185819
"Canada Net-zero","Northwest Territories","Onshore Wind",2032,35.487231
"Canada Net-zero","Northwest Territories","Solar (Distributed)",2032,0.986939943
"Canada Net-zero","Northwest Territories","Solar (Utility scale)",2032,6.91372957
"Canada Net-zero","Northwest Territories","Total",2032,707.340448263
"Canada Net-zero","Nunavut","Oil",2032,319.0616318
"Canada Net-zero","Nunavut","Onshore Wind",2032,16.27270125
"Canada Net-zero","Nunavut","Solar (Distributed)",2032,0.5716209
"Canada Net-zero","Nunavut","Solar (Utility scale)",2032,2.202683954
"Canada Net-zero","Nunavut","Total",2032,338.108637904
"Canada Net-zero","Ontario","Bioenergy",2032,2069.3457966
"Canada Net-zero","Ontario","Bioenergy with CCUS",2032,262.8
"Canada Net-zero","Ontario","Hydro",2032,39502.19609
"Canada Net-zero","Ontario","Natural Gas",2032,11452.5891
"Canada Net-zero","Ontario","Natural Gas with CCUS",2032,0
"Canada Net-zero","Ontario","Oil",2032,13.66206096
"Canada Net-zero","Ontario","Onshore Wind",2032,43425.3329
"Canada Net-zero","Ontario","Solar (Distributed)",2032,4183.335652
"Canada Net-zero","Ontario","Solar (Utility scale)",2032,5307.173391
"Canada Net-zero","Ontario","Uranium",2032,79149.303
"Canada Net-zero","Ontario","Uranium SMR",2032,23461.1929
"Canada Net-zero","Ontario","Total",2032,208826.93089056
"Canada Net-zero","Prince Edward Island","Bioenergy",2032,8.611035828
"Canada Net-zero","Prince Edward Island","Oil",2032,60.91715677
"Canada Net-zero","Prince Edward Island","Onshore Wind",2032,1540.773421
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2032,5.036311167
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2032,94.73118516
"Canada Net-zero","Prince Edward Island","Uranium SMR",2032,0
"Canada Net-zero","Prince Edward Island","Total",2032,1710.069109925
"Canada Net-zero","Quebec","Bioenergy",2032,1743.93176284
"Canada Net-zero","Quebec","Hydro",2032,252835.8795
"Canada Net-zero","Quebec","Natural Gas",2032,150.3635272
"Canada Net-zero","Quebec","Oil",2032,322.598831
"Canada Net-zero","Quebec","Onshore Wind",2032,17836.24042
"Canada Net-zero","Quebec","Solar (Distributed)",2032,233.096402
"Canada Net-zero","Quebec","Solar (Utility scale)",2032,0.397480685
"Canada Net-zero","Quebec","Uranium SMR",2032,0
"Canada Net-zero","Quebec","Total",2032,273122.507923725
"Canada Net-zero","Saskatchewan","Bioenergy",2032,253.2305493
"Canada Net-zero","Saskatchewan","Bioenergy with CCUS",2032,1752
"Canada Net-zero","Saskatchewan","Coal and Coke",2032,0
"Canada Net-zero","Saskatchewan","Coal with CCUS",2032,656.0175
"Canada Net-zero","Saskatchewan","Hydro",2032,3971.91067
"Canada Net-zero","Saskatchewan","Natural Gas",2032,7922.173105
"Canada Net-zero","Saskatchewan","Natural Gas with CCUS",2032,0
"Canada Net-zero","Saskatchewan","Oil",2032,0
"Canada Net-zero","Saskatchewan","Onshore Wind",2032,13763.72565
"Canada Net-zero","Saskatchewan","Solar (Distributed)",2032,186.4513698
"Canada Net-zero","Saskatchewan","Solar (Utility scale)",2032,1289.618961
"Canada Net-zero","Saskatchewan","Uranium SMR",2032,3442.540743
"Canada Net-zero","Saskatchewan","Total",2032,33237.6685481
"Canada Net-zero","Yukon","Bioenergy",2032,103.25262307
"Canada Net-zero","Yukon","Hydro",2032,466.158317
"Canada Net-zero","Yukon","Natural Gas",2032,173.4374993
"Canada Net-zero","Yukon","Oil",2032,170.6200792
"Canada Net-zero","Yukon","Onshore Wind",2032,14.57229873
"Canada Net-zero","Yukon","Solar (Distributed)",2032,1.394427552
"Canada Net-zero","Yukon","Solar (Utility scale)",2032,2.970316994
"Canada Net-zero","Yukon","Total",2032,932.405561846
"Current Measures","Alberta","Bioenergy",2032,1126.3413728
"Current Measures","Alberta","Coal and Coke",2032,0
"Current Measures","Alberta","Hydro",2032,1651.074978
"Current Measures","Alberta","Natural Gas",2032,87800.21992
"Current Measures","Alberta","Oil",2032,0
"Current Measures","Alberta","Onshore Wind",2032,14174.00682
"Current Measures","Alberta","Solar (Distributed)",2032,604.4860972
"Current Measures","Alberta","Solar (Utility scale)",2032,4184.412399
"Current Measures","Alberta","Total",2032,109540.541587
"Current Measures","British Columbia","Bioenergy",2032,2830.69725709999
"Current Measures","British Columbia","Hydro",2032,63449.19057
"Current Measures","British Columbia","Natural Gas",2032,10170.30891
"Current Measures","British Columbia","Oil",2032,0
"Current Measures","British Columbia","Onshore Wind",2032,3919.200254
"Current Measures","British Columbia","Solar (Distributed)",2032,552.1795274
"Current Measures","British Columbia","Solar (Utility scale)",2032,2956.034828
"Current Measures","British Columbia","Total",2032,83877.6113465
"Current Measures","Manitoba","Bioenergy",2032,263.0325413
"Current Measures","Manitoba","Hydro",2032,37345.31386
"Current Measures","Manitoba","Natural Gas",2032,13.02999832
"Current Measures","Manitoba","Oil",2032,1.04468
"Current Measures","Manitoba","Onshore Wind",2032,2085.783346
"Current Measures","Manitoba","Solar (Distributed)",2032,32.81252454
"Current Measures","Manitoba","Solar (Utility scale)",2032,9.892769117
"Current Measures","Manitoba","Total",2032,39750.909719277
"Current Measures","New Brunswick","Bioenergy",2032,153.3905555
"Current Measures","New Brunswick","Coal and Coke",2032,0
"Current Measures","New Brunswick","Hydro",2032,2961.186269
"Current Measures","New Brunswick","Natural Gas",2032,1.705809829
"Current Measures","New Brunswick","Oil",2032,0
"Current Measures","New Brunswick","Onshore Wind",2032,3519.423504
"Current Measures","New Brunswick","Solar (Distributed)",2032,15.35374811
"Current Measures","New Brunswick","Solar (Utility scale)",2032,48.1292859
"Current Measures","New Brunswick","Uranium",2032,5373.870671
"Current Measures","New Brunswick","Total",2032,12073.0598433389
"Current Measures","Newfoundland and Labrador","Hydro",2032,45054.51551
"Current Measures","Newfoundland and Labrador","Natural Gas",2032,0
"Current Measures","Newfoundland and Labrador","Oil",2032,0
"Current Measures","Newfoundland and Labrador","Onshore Wind",2032,194.4986979
"Current Measures","Newfoundland and Labrador","Solar (Distributed)",2032,6.896889279
"Current Measures","Newfoundland and Labrador","Solar (Utility scale)",2032,0.019396747
"Current Measures","Newfoundland and Labrador","Total",2032,45255.930493926
"Current Measures","Nova Scotia","Bioenergy",2032,377.455177
"Current Measures","Nova Scotia","Coal and Coke",2032,0
"Current Measures","Nova Scotia","Hydro",2032,987.5732758
"Current Measures","Nova Scotia","Natural Gas",2032,5761.048713
"Current Measures","Nova Scotia","Oil",2032,0
"Current Measures","Nova Scotia","Onshore Wind",2032,2608.699098
"Current Measures","Nova Scotia","Solar (Distributed)",2032,7.954603166
"Current Measures","Nova Scotia","Solar (Utility scale)",2032,0.539401307
"Current Measures","Nova Scotia","Total",2032,9743.270268273
"Current Measures","Northwest Territories","Hydro",2032,314.9355935
"Current Measures","Northwest Territories","Natural Gas",2032,0
"Current Measures","Northwest Territories","Oil",2032,14.01717384
"Current Measures","Northwest Territories","Onshore Wind",2032,17.00621013
"Current Measures","Northwest Territories","Solar (Distributed)",2032,0.525031349
"Current Measures","Northwest Territories","Solar (Utility scale)",2032,2.679980624
"Current Measures","Northwest Territories","Total",2032,349.163989443
"Current Measures","Nunavut","Bioenergy",2032,0
"Current Measures","Nunavut","Oil",2032,295.5493553
"Current Measures","Nunavut","Onshore Wind",2032,16.27270125
"Current Measures","Nunavut","Solar (Distributed)",2032,0.247743178
"Current Measures","Nunavut","Solar (Utility scale)",2032,2.202683954
"Current Measures","Nunavut","Total",2032,314.272483682
"Current Measures","Ontario","Bioenergy",2032,1752.12137503
"Current Measures","Ontario","Hydro",2032,37673.27226
"Current Measures","Ontario","Natural Gas",2032,16642.68992
"Current Measures","Ontario","Oil",2032,13.66206096
"Current Measures","Ontario","Onshore Wind",2032,29310.36231
"Current Measures","Ontario","Solar (Distributed)",2032,4032.406307
"Current Measures","Ontario","Solar (Utility scale)",2032,4676.735388
"Current Measures","Ontario","Uranium",2032,76228.40888
"Current Measures","Ontario","Uranium SMR",2032,1796.968047
"Current Measures","Ontario","Total",2032,172126.62654799
"Current Measures","Prince Edward Island","Bioenergy",2032,8.36278336
"Current Measures","Prince Edward Island","Oil",2032,26.33809982
"Current Measures","Prince Edward Island","Onshore Wind",2032,1785.388546
"Current Measures","Prince Edward Island","Solar (Distributed)",2032,2.712149636
"Current Measures","Prince Edward Island","Solar (Utility scale)",2032,0
"Current Measures","Prince Edward Island","Total",2032,1822.80157881599
"Current Measures","Quebec","Bioenergy",2032,4312.81500699999
"Current Measures","Quebec","Hydro",2032,244903.351
"Current Measures","Quebec","Natural Gas",2032,0
"Current Measures","Quebec","Oil",2032,320.616
"Current Measures","Quebec","Onshore Wind",2032,24483.24961
"Current Measures","Quebec","Solar (Distributed)",2032,128.2030211
"Current Measures","Quebec","Solar (Utility scale)",2032,0.397480685
"Current Measures","Quebec","Total",2032,274148.632118785
"Current Measures","Saskatchewan","Bioenergy",2032,290.2406147
"Current Measures","Saskatchewan","Coal and Coke",2032,0
"Current Measures","Saskatchewan","Coal with CCUS",2032,654.81
"Current Measures","Saskatchewan","Hydro",2032,4254.114351
"Current Measures","Saskatchewan","Natural Gas",2032,12686.82661
"Current Measures","Saskatchewan","Oil",2032,0
"Current Measures","Saskatchewan","Onshore Wind",2032,10597.43728
"Current Measures","Saskatchewan","Solar (Distributed)",2032,111.8708219
"Current Measures","Saskatchewan","Solar (Utility scale)",2032,748.4908188
"Current Measures","Saskatchewan","Total",2032,29343.7904964
"Current Measures","Yukon","Bioenergy",2032,154.4038679
"Current Measures","Yukon","Hydro",2032,466.158317
